CaseID,CreationTimestamp,Department,Category,Type,Detail,StreetAddress,Neighborhood,County,ZipCode,Latitude,Longitude,Status,ClosedDate,ExceededEstimatedTimeframe
C2020021037,2020-02-11T14:08:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 3,414 E Bannister Rd,Boone Hills,Jackson,64131.0,38.957777,-94.583702,RESOL,2020-03-05,Y
C2020021048,2020-02-11T14:19:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 3,11103 Holmes Rd,Mission Lake,Jackson,64131.0,38.921817,-94.578823,RESOL,2020-02-27,Y
C2020062166,2020-05-05T09:24:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 2,7501 E Front St,,Jackson,64120.0,39.129138,-94.493101,RESOL,2020-05-07,N
C2020021057,2020-02-11T14:29:00Z,Health,Public Health,Services,Healthy Homes Information,3300 E 25th St,Washington Wheatley,Jackson,64127.0,39.080667,-94.544298,RESOL,2020-02-24,Y
C2020003067,2020-01-08T09:49:00Z,Water Services,Water,No Water / Pressure,No Water,7444 Belleview Ave,Ward Parkway,Jackson,64114.0,38.992893,-94.601479,RESOL,2020-01-13,N
C2020003068,2020-01-08T09:49:00Z,Public Works,Signs,Traffic Sign,Damaged - Emergency,7646 Walnut St,Tower Homes,Jackson,64114.0,38.988635,-94.588874,RESOL,2020-01-15,N
C2020060876,2020-05-01T13:36:00Z,Water Services,Storm Water / Sewer,Storm Drain / Catch Basin,Clogged / Over-Flow,10415 Smalley Ave,Hickman Mills South,Jackson,64134.0,38.935568,-94.497176,RESOL,2020-05-06,N
C2020059369,2020-04-29T10:57:00Z,Public Works,Lights / Signals,Traffic Signal,Signal Timing,5815 NE 48th St,Winnetonka,Clay,64117.0,39.178788,-94.509753,RESOL,2020-05-01,N
C2020088604,2020-06-26T13:58:00Z,NHS,Trash / Recycling,Recycling,Missed by City,8515 Wilson Ave,North Blue Ridge,Jackson,64125.0,39.109195,-94.482408,RESOL,2020-06-29,N
C2020088640,2020-06-26T14:37:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor North,4520 NE 45th St,Winnwood,Clay,64117.0,39.17572,-94.526372,RESOL,2020-06-29,N
C2020119285,2020-09-02T18:17:00Z,Health,Public Health,Disease Control,All,4931 N Oak Trfy,Davidson,Clay,64118.0,39.185645,-94.576049,RESOL,2020-09-04,N
C2020060931,2020-05-01T14:23:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,4646 Benton Blvd,Oak Park Southwest,Jackson,64130.0,39.040988,-94.544359,RESOL,2020-05-04,N
C2019201449,2019-12-09T13:58:00Z,NHS,Trash / Recycling,Dumping,Private Property,8619 Blue Ridge Blvd,Park Farms,Jackson,64138.0,38.967293,-94.498364,RESOL,2019-12-12,N
C2019201441,2019-12-09T13:51:00Z,NHS,Trash / Recycling,Nuisance,Trash on Private Property,330 Jackson Ave,Scarritt Point,Jackson,64124.0,39.110049,-94.533157,RESOL,2020-06-19,Y
C2020088658,2020-06-26T15:04:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor North,7204 N Hemple Ave,Royal Oaks North,Platte,64152.0,39.225634,-94.66332,RESOL,2020-06-29,N
C2020088663,2020-06-26T15:08:00Z,NHS,Trash / Recycling,Dumping,Solid Waste Referral,3001 E 73rd St,Noble And Gregory Ridge,Jackson,64132.0,38.993949,-94.552257,RESOL,2020-06-29,N
C2020088712,2020-06-26T15:35:00Z,NHS,Trash / Recycling,Dumping,Right of Way Central,1531 E 49th Ter,Blue Hills,Jackson,64110.0,39.036642,-94.565407,RESOL,2020-06-29,N
C2020088721,2020-06-26T15:44:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor South,2101 E 125th St,Mission Lake,Jackson,64146.0,38.89977,-94.567551,RESOL,2020-06-29,N
C2020088733,2020-06-26T15:54:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,5608 Oak St,Brookside Park,Jackson,64113.0,39.025277,-94.583555,RESOL,2020-06-29,N
C2020088732,2020-06-26T15:53:00Z,NHS,Trash / Recycling,Dumping,Solid Waste Referral,10609 Lane Ave,Hickman Mills South,Jackson,64134.0,38.931192,-94.478616,RESOL,2020-07-13,Y
C2020088769,2020-06-26T16:35:00Z,NHS,Trash / Recycling,Recycling,Missed by City,6039 Cherry St,Western 49-63,Jackson,64110.0,39.017102,-94.58097,RESOL,2020-06-29,N
C2020088780,2020-06-26T16:49:00Z,NHS,Trash / Recycling,Recycling,Missed by City,3315 E 51st St,North Town Fork Creek,Jackson,64130.0,39.033204,-94.545965,RESOL,2020-06-29,N
C2020088815,2020-06-26T18:53:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,5404 Cleveland Ave,North Town Fork Creek,Jackson,64130.0,39.027423,-94.541613,RESOL,2020-06-29,N
C2020089020,2020-06-29T08:19:00Z,NHS,Trash / Recycling,Dumping,Private Property,3809 E 67th Ter,Foxtown East,Jackson,64132.0,39.003473,-94.542079,RESOL,2020-06-29,N
C2020133077,2020-10-08T09:31:00Z,NHS,Animals / Pets,Dead Animal,Curb,519 Garfield Ave,Pendleton Heights,Jackson,64124.0,39.108039,-94.556557,RESOL,2020-10-09,N
C2020089069,2020-06-29T08:54:00Z,Water Services,Water,Quality,Color / Cloudy,408 W 58th Ter,Country Club,Jackson,64113.0,39.021773,-94.593209,RESOL,2020-06-29,N
C2020089071,2020-06-29T08:54:00Z,NHS,Trash / Recycling,Services,Service Issue / Problem,4233 Holly St,Volker,Jackson,64111.0,39.050433,-94.600637,RESOL,2020-06-29,N
C2020089080,2020-06-29T09:03:00Z,NHS,Trash / Recycling,Services,Feedback,4722 E 44th St,Vineyard,Jackson,64130.0,39.045445,-94.5284,RESOL,2020-06-29,N
C2020089090,2020-06-29T09:18:00Z,NHS,Animals / Pets,Cruelty or Neglect,Abandonment,622 Hardesty Ave,Lykins,Jackson,64124.0,39.104137,-94.519152,RESOL,2020-06-29,N
C2020089092,2020-06-29T09:21:00Z,NHS,Trash / Recycling,Dumping,Right of Way South,11112 Grandview Rd,Terrace Lake Gardens,Jackson,64137.0,38.922797,-94.533522,RESOL,2020-06-29,N
C2015046949,2015-05-04T13:53:00Z,NHS,Mowing / Weeds,Private / Commercial,Lot - Structure,6709 Indiana Ave,Self Help Neighborhood Council,Jackson,64132.0,39.004429,-94.546917,OPEN,,Y
C2017111927,2017-08-30T12:33:00Z,NHS,Mowing / Weeds,Private / Commercial,Lot - Structure,1407 COLLINS AVE,West Blue Valley,Jackson,64127.0,39.09565,-94.520861,OPEN,,Y
C2019023826,2019-01-31T11:30:00Z,NHS,Trash / Recycling,Nuisance,Trash on Private Property,7204 Norton Ave,Noble And Gregory Ridge,Jackson,64132.0,38.995883,-94.53899,RESOL,2019-09-11,Y
C2020089104,2020-06-29T09:41:00Z,NHS,Trash / Recycling,Services,Service Issue / Problem,4424 Cleveland Ave,Oak Park Southeast,Jackson,64130.0,39.045022,-94.540657,RESOL,2020-06-29,N
C2019024631,2019-02-01T11:12:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Other Property Issue,7736 Washington St,Ward Parkway,Jackson,64114.0,38.987268,-94.595795,RESOL,2019-10-28,Y
C2019046998,2019-03-06T14:10:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Main Structure,3720 E 53rd St,North Town Fork Creek,Jackson,64130.0,39.029867,-94.541369,RESOL,2019-09-16,Y
C2019067866,2019-04-05T16:09:00Z,NHS,Trash / Recycling,Nuisance,Trash on Private Property,6035 Walrond Ave,South Town Fork Creek,Jackson,64130.0,39.016139,-94.548654,RESOL,2019-10-28,Y
C2020089169,2020-06-29T10:40:00Z,NHS,Trash / Recycling,Services,Feedback,4100 E 9th St,Lykins,Jackson,64124.0,39.102226,-94.534292,RESOL,2020-06-29,N
C2019084143,2019-04-30T15:19:00Z,NHS,Trash / Recycling,Nuisance,Trash on Private Property,8712 West Longview Pkwy,White Oak,Jackson,64138.0,38.96523,-94.485086,RESOL,2019-10-28,Y
C2020055293,2020-04-20T15:32:00Z,Health,Animals / Pets,Rat Treatment,Outside,2731 Jackson Ave,East Community Team South,Jackson,64128.0,39.075118,-94.533895,RESOL,2020-05-07,N
C2019097912,2019-05-21T08:29:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Other Property Issue,2401 Norton Ave,East Community Team South,Jackson,64127.0,39.081987,-94.534654,RESOL,2019-10-28,Y
C2019109004,2019-06-06T10:49:00Z,NHS,Mowing / Weeds,Private / Commercial,Lot - Structure,8002 E 91st St,Fairwood And Robandee,Jackson,64138.0,38.958857,-94.495816,RESOL,2019-10-28,Y
C2020089235,2020-06-29T11:42:00Z,NHS,Trash / Recycling,Dumping,Right of Way LB South,3833 E 69th Ter,Foxtown East,Jackson,64132.0,39.000122,-94.541237,RESOL,2020-07-17,Y
C2020089232,2020-06-29T11:40:00Z,NHS,Trash / Recycling,Nuisance,Trash on Private Property,6621 N Park Plaza Dr,Park Plaza,Platte,64151.0,39.216124,-94.641807,RESOL,2020-08-10,Y
C2020089227,2020-06-29T11:38:00Z,Water Services,Water,MFS Referral (Meter Field Services),Investigation,7600 Sni-A-Bar Rd,Eastwood Hills East,Jackson,64129.0,39.035426,-94.495272,RESOL,2020-06-30,N
C2020089223,2020-06-29T11:34:00Z,Water Services,Storm Water / Sewer,Storm Water Referral,Investigation,7602 Sni-A-Bar Rd,Eastwood Hills East,Jackson,64129.0,39.035243,-94.495017,RESOL,2020-07-17,Y
C2020089225,2020-06-29T11:36:00Z,NHS,Trash / Recycling,Dumping,Solid Waste Referral,4412 E 107th Ter,Royal Oaks,Jackson,64137.0,38.930901,-94.537857,RESOL,2020-07-13,Y
C2019113853,2019-06-13T13:36:00Z,NHS,Mowing / Weeds,Private / Commercial,Lot - Structure,8830 Laurel Ave,White Oak,Jackson,64138.0,38.96269,-94.47777,RESOL,2019-10-28,Y
C2019116795,2019-06-18T12:47:00Z,NHS,Mowing / Weeds,Private / Commercial,Lot - Structure,8708 E 91st St,White Oak,Jackson,64138.0,38.958349,-94.485921,RESOL,2019-10-28,Y
C2020089252,2020-06-29T11:52:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Other Property Issue,340 N White Ave,North Indian Mound,Jackson,64123.0,39.115491,-94.511863,OPEN,,N
C2020089258,2020-06-29T11:56:00Z,NHS,Trash / Recycling,Recycling,Missed by Contractor North,5110 N Brighton Pl,Glenhaven,Clay,64119.0,39.186342,-94.520057,RESOL,2020-06-30,N
C2020089246,2020-06-29T11:47:00Z,City Managers Office,Public Safety,Police,Homeless Camp,1405 Spruce Ave,East Community Team North,Jackson,64127.0,39.095279,-94.531628,RESOL,2020-07-06,N
C2020133320,2020-10-08T14:54:00Z,Parks and Rec,Trees,Trimming,Block Pruning,4900 Raytown Rd,Stayton Meadows,Jackson,64133.0,39.03368,-94.475637,RESOL,2020-10-12,N
C2020089257,2020-06-29T11:55:00Z,Water Services,Water,MFS Referral (Meter Field Services),Investigation,211 W 77th St,Tower Homes,Jackson,64114.0,38.988345,-94.592419,RESOL,2020-06-30,N
C2020089251,2020-06-29T11:51:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Other Property Issue,6003 Norledge Ave,North Indian Mound,Jackson,64123.0,39.115711,-94.511213,RESOL,2020-08-28,Y
C2020089281,2020-06-29T12:14:00Z,NHS,Trees,Private Property,Tree Debris,8101 N Tullis Dr,Gracemor-Randolph Corners,CLAY,64119.0,39.183269,-94.482696,OPEN,,N
C2020089266,2020-06-29T12:00:00Z,Water Services,Capital Projects,Sewer,Engineering,11011 McGee St,Red Bridge North,Jackson,64114.0,38.927017,-94.58871,RESOL,2020-07-02,N
C2020089282,2020-06-29T12:18:00Z,Water Services,Storm Water / Sewer,Manhole,Missing / Broken,8603 Countryshire Ln,Park Farms,Jackson,64138.0,38.986139,-94.486465,RESOL,2020-07-15,N
C2020089287,2020-06-29T12:25:00Z,Water Services,Storm Water / Sewer,Sewer Backup / Leak,In A House,4217 Holly St,Volker,Jackson,64111.0,39.05078,-94.600613,RESOL,2020-07-15,Y
C2020118038,2020-08-31T21:44:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,811 W 35th St,Roanoke,Jackson,64111.0,39.064648,-94.595587,RESOL,2020-09-03,Y
C2020089271,2020-06-29T12:07:00Z,Water Services,Water,Quality,Color / Cloudy,735 NW 60th St,Tanglewood And Regency North,Clay,64118.0,39.20168,-94.588323,RESOL,2020-07-06,Y
C2020089269,2020-06-29T12:06:00Z,NHS,Trash / Recycling,Nuisance,Trash on Private Property,5107 E 26th St,East Community Team South,Jackson,64127.0,39.077735,-94.523338,RESOL,2020-08-21,Y
C2020089296,2020-06-29T12:39:00Z,NHS,Trash / Recycling,Nuisance,Trash on Private Property,3925 Monroe Ave,Oak Park Southeast,Jackson,64130.0,39.053973,-94.540645,OPEN,,Y
C2020057444,2020-04-24T12:28:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Other Property Issue,6935 Brookside Rd,Armour Hills,Jackson,64113.0,39.002067,-94.59291,RESOL,2020-04-30,N
C2020133341,2020-10-08T15:28:00Z,NHS,Animals / Pets,Dead Animal,Street,4913 N Manchester Ave,Gracemor-Randolph Corners,Clay,64119.0,39.182973,-94.488093,RESOL,2020-10-09,N
C2020135483,2020-10-14T11:47:00Z,NHS,Trash / Recycling,Dumping,Solid Waste Referral,3710 Mersington Ave,Palestine East,Jackson,64128.0,39.058119,-94.538809,RESOL,2020-10-22,Y
C2020057749,2020-04-25T14:19:00Z,NHS,Trash / Recycling,Nuisance,Trash on Private Property,3641 N Walnut St,Briarcliff And Claymont,Clay,64116.0,39.162364,-94.580471,RESOL,2020-05-06,N
C2020089309,2020-06-29T13:01:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Other Property Issue,5018 E 41st Ter,Vineyard,Jackson,64130.0,39.05056,-94.525556,RESOL,2020-07-07,Y
C2020089307,2020-06-29T12:55:00Z,NHS,Trash / Recycling,Dumping,Camera Request,3746 Agnes Ave,Oak Park Northwest,Jackson,64128.0,39.057205,-94.549226,RESOL,2020-08-06,Y
C2020057730,2020-04-25T10:11:00Z,Public Works,Sidewalks / Curbs / Ditch,Damage / Dis-Repair,Private Property (ROW),3504 NE 78th St,Ridgefield,Clay,64119.0,39.235383,-94.537269,RESOL,2020-05-04,N
C2020089302,2020-06-29T12:47:00Z,Water Services,Water,Leak,Meter,10412 Oakland Ave,Hickman Mills South,Jackson,64134.0,38.935,-94.503671,RESOL,2020-06-30,N
C2013158186,2013-11-21T10:54:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Other Property Issue,1603 DRURY AVE,West Blue Valley,Jackson,64127.0,39.092603,-94.517979,RESOL,2021-05-10,Y
C2020133338,2020-10-08T15:25:00Z,Northland,Property / Buildings / Construction,Property Maintenance,Northland Neighborhoods INC,4904 N Smalley Ave,Gracemor-Randolph Corners,Clay,64119.0,39.182766,-94.487569,RESOL,2020-10-30,N
C2020089300,2020-06-29T12:44:00Z,Health,Public Health,Services,Healthy Homes Information,222 Garfield Ave,Pendleton Heights,Jackson,64124.0,39.111828,-94.557253,RESOL,2020-07-16,Y
C2020089320,2020-06-29T13:12:00Z,Water Services,Water,Services,Call Back Request,909 W 97th St,Lea Manor,Jackson,64114.0,38.952288,-94.602268,RESOL,2020-09-02,Y
C2020089324,2020-06-29T13:18:00Z,City Planning and Development,Property / Buildings / Construction,Land Use / Zoning Issue,Number of Residents,4005 Vineyard Rd,Vineyard,Jackson,64130.0,39.0526,-94.525054,OPEN,,N
C2020089313,2020-06-29T13:03:00Z,NHS,Mowing / Weeds,Private / Commercial,Lot - Structure,2035 E Gregory Blvd,East Meyer 7,Jackson,64132.0,38.997991,-94.562407,OPEN,,N
C2020089326,2020-06-29T13:19:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Other Property Issue,3906 Wyoming St,Volker,Jackson,64111.0,39.056949,-94.604139,RESOL,2020-08-05,Y
C2020089330,2020-06-29T13:22:00Z,Water Services,Water,Quality,Smell / Odor,5545 Harrison St,Western 49-63,Jackson,64110.0,39.025554,-94.574723,RESOL,2020-07-06,Y
C2020089321,2020-06-29T13:14:00Z,NHS,Trash / Recycling,Dumping,Solid Waste Referral,421 NE 132nd St,Outer Gashland-Nashua,Clay,64165.0,39.32668,-94.572921,RESOL,2020-07-27,Y
C2020089314,2020-06-29T13:05:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 1,4901 N Highland Ave,Davidson,Clay,64118.0,39.183279,-94.559097,RESOL,2020-07-15,Y
C2020150156,2020-11-30T12:59:00Z,Water Services,Water,Leak,At Curb / In Yard,12905 E 59th Ter,Blue Vue Hills,Jackson,64133.0,39.013656,-94.429172,RESOL,2020-12-01,N
C2019107941,2019-06-05T10:26:00Z,NHS,Trash / Recycling,Nuisance,Trash on Private Property,3518 Bellefontaine Ave,Oak Park Northwest,Jackson,64128.0,39.061675,-94.547885,RESOL,2019-12-20,Y
C2019053936,2019-03-15T15:20:00Z,NHS,Trash / Recycling,Nuisance,Trash on Private Property,5905 Locust St,Western 49-63,Jackson,64110.0,39.019882,-94.581983,RESOL,2019-10-22,Y
C2020104303,2020-07-30T14:12:00Z,Water Services,Water,Services,Question,4045 N Askew Ave,Chaumiere,Clay,64117.0,39.168042,-94.538158,RESOL,2020-07-30,N
C2019153076,2019-08-20T14:11:00Z,Water Services,Water,Quality,Color / Cloudy,4801 Deramus Ave,,Jackson,64120.0,39.137917,-94.52244,RESOL,2019-10-28,Y
C2020058682,2020-04-28T11:40:00Z,NHS,Trash / Recycling,Recycling,Missed by City,716 W 44th Ter,Plaza Westport,Jackson,64111.0,39.046866,-94.595119,RESOL,2020-04-30,N
C2020058494,2020-04-28T08:24:00Z,NHS,Animals / Pets,Dead Animal,Street,10530 Askew Ave,St Catherines Gardens,Jackson,64137.0,38.934914,-94.547708,RESOL,2020-05-01,N
C2020058501,2020-04-28T08:27:00Z,NHS,Trash / Recycling,Trash Collection,Missed by Contractor South,15616 Little Blue Rd,Little Blue,Jackson,64139.0,38.979735,-94.398631,RESOL,2020-05-04,Y
C2019158927,2019-08-30T10:42:00Z,NHS,Vehicles / Parking,Parked on Unapproved Surface,Car Private Property,2309 Mersington Ave,East Community Team South,Jackson,64127.0,39.083485,-94.536823,RESOL,2019-10-28,Y
C2019140087,2019-07-27T11:48:00Z,NHS,Parks & Recreation,Park Maintenance,South,6830 Ward Pkwy,Armour Fields,Jackson,64113.0,39.005255,-94.602345,RESOL,2019-10-07,Y
C2019164168,2019-09-11T09:22:00Z,Water Services,Water,Quality,Color / Cloudy,682 N Mexico City Ave Suite 130,KCI & 2nd Creek,Platte,64153.0,39.309679,-94.718967,RESOL,2019-10-28,Y
C2020118333,2020-09-01T12:16:00Z,KCPD,Vehicles / Parking,Abandoned On Street,Car,611 E 17th St,Hospital Hill,Jackson,64108.0,39.092959,-94.576071,RESOL,2020-09-01,N
C2020118282,2020-09-01T11:31:00Z,Parks and Rec,Trees,Removal,Tree Dead,5437 Michigan Ave,Blue Hills,Jackson,64130.0,39.027309,-94.562944,RESOL,2020-09-15,Y
C2020058759,2020-04-28T12:53:00Z,NHS,Animals / Pets,Dead Animal,Street,3 W Meyer Blvd,Morningside,Jackson,64113.0,39.011848,-94.589293,RESOL,2020-05-01,N
C2020058812,2020-04-28T13:37:00Z,NHS,Trash / Recycling,Nuisance,Trash on Private Property,7044 Bellefontaine Ave,Self Help Neighborhood Council,Jackson,64132.0,38.997953,-94.551402,RESOL,2020-05-08,N
C2019166408,2019-09-16T09:47:00Z,Water Services,Storm Water / Sewer,Storm Drain / Catch Basin,Clogged / Over-Flow,4500 Belleview Ave,West Plaza,Jackson,64111.0,39.04595,-94.598653,RESOL,2019-10-28,Y
C2019166488,2019-09-16T10:51:00Z,Water Services,Storm Water / Sewer,Storm Drain / Catch Basin,Clogged / Over-Flow,5246 Skiles Ave,Eastwood Hills East,Jackson,64129.0,39.02793,-94.49088,RESOL,2019-10-28,Y
C2019166944,2019-09-16T17:40:00Z,Water Services,Storm Water / Sewer,Storm Drain / Catch Basin,Damaged / Broken,5923 N Adrian Ter,Breen Hills,Platte,64151.0,39.201968,-94.625047,RESOL,2019-10-28,Y
C2019148289,2019-08-12T14:17:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 2,1100 E 34th St,Center City,Jackson,64109.0,39.065255,-94.571248,RESOL,2019-10-07,Y
C2019166417,2019-09-16T09:55:00Z,Water Services,Storm Water / Sewer,Storm Drain / Catch Basin,Clogged / Over-Flow,5000 Wornall Rd,Sunset Hill,Jackson,64112.0,39.037163,-94.592429,RESOL,2019-12-12,Y
C2019166200,2019-09-15T14:25:00Z,Water Services,Storm Water / Sewer,Storm Water Referral,Repair,8740 N AMBASSADOR DR,Coves North,Platte,64154.0,39.252022,-94.650348,RESOL,2019-12-31,Y
C2020021410,2020-02-11T23:02:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 3,7304 Cleveland Ave,Noble And Gregory Ridge,Jackson,64132.0,38.993353,-94.543762,RESOL,2020-03-03,Y
C2020004901,2020-01-13T08:10:00Z,NHS,Property / Buildings / Construction,Property Maintenance,Main Structure,8312 Prospect Ave,Marlborough Heights/Marlborough Pride,Jackson,64132.0,38.975475,-94.558416,RESOL,2020-01-13,N
C2020059214,2020-04-29T08:42:00Z,Public Works,Streets / Roadways / Alleys,Other-Maintenance,District 2,1105 Topping Ave,Sheffield,Jackson,64126.0,39.09919,-94.514296,RESOL,2020-04-30,N
C2020003454,2020-01-08T17:54:00Z,Health,Public Health,Noise,Music,4207 N Askew Ave,Chaumiere,Clay,64117.0,39.170212,-94.538377,RESOL,2020-01-14,N
C2020059220,2020-04-29T08:49:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,4506 Wyoming St,West Plaza,Jackson,64111.0,39.046121,-94.6053,RESOL,2020-04-30,N
C2019153681,2019-08-21T11:59:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 2,206 E 31st St,Union Hill,Jackson,64108.0,39.071196,-94.582706,RESOL,2019-10-07,Y
C2019172684,2019-09-27T14:40:00Z,Water Services,Water,Quality,Color / Cloudy,7333 Myrtle Ave,Noble And Gregory Ridge,Jackson,64132.0,38.99234,-94.540514,RESOL,2019-10-28,Y
C2020104369,2020-07-30T15:14:00Z,NHS,Animals / Pets,Dead Animal,Curb,6441 South Benton Ave,Swope Park Campus,Jackson,64132.0,39.009044,-94.552521,RESOL,2020-07-31,N
C2020059221,2020-04-29T08:51:00Z,Water Services,Water,Leak,At Curb / In Yard,4016 E 56th Ter,Swope Parkway-Elmwood,Jackson,64130.0,39.02298,-94.537881,RESOL,2020-04-30,N
C2019154846,2019-08-22T16:41:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 2,517 W 40th St,Old Westport,Jackson,64111.0,39.054776,-94.592363,RESOL,2019-10-07,Y
C2020059240,2020-04-29T09:19:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,4131 Virginia Ave,Manheim Park,Jackson,64110.0,39.05135,-94.568546,RESOL,2020-04-30,N
C2019156648,2019-08-26T19:36:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 2,4242 Charlotte St,South Hyde Park,Jackson,64110.0,39.049327,-94.576348,RESOL,2019-10-07,Y
C2019175236,2019-10-03T11:06:00Z,Public Works,Streets / Roadways / Alleys,Pothole,District 3,1040 W 57th St,Ward Estates,Jackson,64113.0,39.024827,-94.601648,RESOL,2019-11-15,Y
C2020059283,2020-04-29T09:49:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,4137 Bellefontaine Ave,Oak Park Southwest,Jackson,64130.0,39.050241,-94.547847,RESOL,2020-04-30,N
C2020059305,2020-04-29T10:07:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,4121 Walnut St,Southmoreland,Jackson,64111.0,39.050835,-94.584934,RESOL,2020-04-30,N
C2020059311,2020-04-29T10:12:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,3523 Bales Ave,Palestine West And Oak Park Northeast,Jackson,64128.0,39.061378,-94.54256,RESOL,2020-04-30,N
C2020059345,2020-04-29T10:40:00Z,Health,Public Health,Food Establishment,Restaurant,10641 State Line Rd,Country Lane Estates,Jackson,64114.0,38.934075,-94.607579,RESOL,2020-04-30,N
C2020059363,2020-04-29T10:54:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,4137 Virginia Ave,Manheim Park,Jackson,64110.0,39.051133,-94.568558,RESOL,2020-04-30,N
C2020059384,2020-04-29T11:11:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,3300 E 25th St,Washington Wheatley,Jackson,64127.0,39.080667,-94.544298,RESOL,2020-04-30,N
C2020059394,2020-04-29T11:21:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,2719 Cleveland Ave,Ingleside,Jackson,64128.0,39.075883,-94.53836,RESOL,2020-04-30,N
C2019184013,2019-10-23T16:43:00Z,NHS,Animals / Pets,Stray,At Large - Owned,5030 Belmeade Rd,Eastwood Hills West,Jackson,64129.0,39.033288,-94.510571,RESOL,2019-10-28,N
C2019184121,2019-10-24T08:22:00Z,NHS,Animals / Pets,Stray,At Large - Non-Aggressive,5415 Larson Ave,Fairway Hills,Jackson,64133.0,39.022466,-94.436582,RESOL,2019-10-28,N
C2020059395,2020-04-29T11:22:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,3622 Monroe Ave,Palestine West And Oak Park Northeast,Jackson,64128.0,39.059669,-94.540993,RESOL,2020-04-30,N
C2020059397,2020-04-29T11:23:00Z,NHS,Trash / Recycling,Recycling,Missed by City,300 Benton Blvd,Scarritt Point,Jackson,64124.0,39.111285,-94.544802,RESOL,2020-04-30,N
C2020059414,2020-04-29T11:38:00Z,NHS,Trash / Recycling,Trash Collection,Missed by City,2311 COLLEGE AVE,Washington Wheatley,Jackson,64127.0,39.083805,-94.543932,RESOL,2020-04-30,N
C2019184622,2019-10-25T08:25:00Z,Public Works,Streets / Roadways / Alleys,Cut / Permit,District 3,4743 Pennsylvania Ave,Country Club Plaza,Jackson,64112.0,39.040789,-94.59276,RESOL,2019-11-06,Y
C2019184447,2019-10-24T15:53:00Z,Public Works,Streets / Roadways / Alleys,Cut / Permit,District 3,401 Ward Pkwy,Sunset Hill,Jackson,64112.0,39.039097,-94.592765,RESOL,2019-11-19,Y
C2019182788,2019-10-22T07:06:00Z,City Managers Office,Government,Not Provided By KCMO,MODOT,400 NW Barry Rd,Sherrydale,Clay,64155.0,39.249546,-94.586113,RESOL,2019-11-26,N
C2019184166,2019-10-24T09:23:00Z,Public Works,Streets / Roadways / Alleys,Plate,Loose,202 E Gregory Blvd,Armour Hills,Jackson,64113.0,38.999529,-94.585829,RESOL,2020-01-02,Y
C2019184690,2019-10-25T09:49:00Z,Parks and Rec,Parks & Recreation,Park Maintenance,South,11301 Sycamore Ter,Ruskin Heights,Jackson,64134.0,38.922696,-94.498239,RESOL,2019-10-28,N
C2019184733,2019-10-25T10:36:00Z,Water Services,Water,Leak,Hydrant,11527 N Summit St,Outer Gashland-Nashua,Clay,64155.0,39.303498,-94.591896,RESOL,2019-10-28,N
C2020059422,2020-04-29T11:46:00Z,NHS,Trash / Recycling,Recycling,Missed by City,3421 E 21st St,Washington Wheatley,Jackson,64127.0,39.086164,-94.54183,RESOL,2020-04-30,N
C2019184775,2019-10-25T11:20:00Z,Water Services,Water,No Water / Pressure,No Water,910 Ward Pkwy,West Plaza,Jackson,64112.0,39.0396,-94.598138,RESOL,2019-10-28,N
C2020059426,2020-04-29T11:49:00Z,NHS,Trash / Recycling,Recycling,Missed by City,444 Gladstone Blvd,Scarritt Point,Jackson,64124.0,39.108144,-94.546276,RESOL,2020-04-30,N
